id_appointment,id_cust,id_pegawai,pelayanan,tanggal,cara_pembayaran,total
APT00370,CUST00370,PGW003,Pedicure,2025-05-06,Debit,70000
APT00371,CUST00371,PGW017,Cuci Blow,2024-08-11,E-Wallet,40000
APT00372,CUST00372,PGW015,Hair Coloring,2025-05-30,Cash,200000
APT00373,CUST00373,PGW018,Potong Rambut,2024-06-28,E-Wallet,50000
APT00374,CUST00374,PGW017,Manicure,2024-07-01,Debit,60000
APT00375,CUST00375,PGW013,Cuci Blow,2025-01-14,E-Wallet,40000
APT00376,CUST00376,PGW008,Eyelash Extension,2025-01-20,Credit Card,150000
APT00377,CUST00377,PGW004,Eyelash Extension,2025-01-12,Credit Card,150000
APT00378,CUST00378,PGW027,Pedicure,2024-09-07,Credit Card,70000
APT00379,CUST00379,PGW026,Cuci Blow,2025-02-18,Cash,40000
APT00380,CUST00380,PGW023,Eyelash Extension,2024-09-29,Debit,150000
APT00381,CUST00381,PGW005,Manicure,2024-11-24,E-Wallet,60000
APT00382,CUST00382,PGW006,Facial,2024-08-20,E-Wallet,100000
APT00383,CUST00383,PGW025,Hair Coloring,2025-04-02,Debit,200000
APT00384,CUST00384,PGW005,Potong Rambut,2025-01-23,E-Wallet,50000
APT00385,CUST00385,PGW024,Eyelash Extension,2024-12-30,Cash,150000
APT00386,CUST00386,PGW018,Manicure,2024-12-12,Cash,60000
APT00387,CUST00387,PGW010,Creambath,2024-07-01,Debit,75000
APT00388,CUST00388,PGW004,Potong Rambut,2024-10-27,E-Wallet,50000
APT00389,CUST00389,PGW001,Cuci Blow,2025-05-14,E-Wallet,40000
APT00390,CUST00390,PGW024,Smoothing,2024-12-16,Cash,250000
APT00391,CUST00391,PGW024,Cuci Blow,2024-12-02,Credit Card,40000
APT00392,CUST00392,PGW019,Eyelash Extension,2024-09-03,E-Wallet,150000
APT00393,CUST00393,PGW018,Potong Rambut,2025-05-17,Credit Card,50000
APT00394,CUST00394,PGW011,Hair Spa,2025-05-06,Debit,120000
APT00395,CUST00395,PGW019,Hair Spa,2024-12-20,Credit Card,120000
APT00396,CUST00396,PGW020,Potong Rambut,2025-03-30,Cash,50000
APT00397,CUST00397,PGW029,Cuci Blow,2025-04-06,Cash,40000
APT00398,CUST00398,PGW030,Eyelash Extension,2025-02-13,Cash,150000
APT00399,CUST00399,PGW030,Manicure,2024-06-08,Cash,60000
APT00400,CUST00400,PGW030,Potong Rambut,2025-03-24,E-Wallet,50000
APT00401,CUST00401,PGW020,Manicure,2025-04-19,E-Wallet,60000
APT00402,CUST00402,PGW011,Smoothing,2025-01-21,Cash,250000
APT00403,CUST00403,PGW023,Facial,2024-09-02,E-Wallet,100000
APT00404,CUST00404,PGW015,Potong Rambut,2025-04-06,E-Wallet,50000
APT00405,CUST00405,PGW008,Hair Coloring,2024-08-22,Credit Card,200000
APT00406,CUST00406,PGW014,Smoothing,2024-11-08,E-Wallet,250000
APT00407,CUST00407,PGW011,Hair Coloring,2024-12-03,Debit,200000
APT00408,CUST00408,PGW028,Smoothing,2024-06-23,E-Wallet,250000
APT00409,CUST00409,PGW002,Manicure,2024-07-31,E-Wallet,60000
APT00410,CUST00410,PGW015,Creambath,2025-03-26,E-Wallet,75000
APT00411,CUST00411,PGW004,Hair Coloring,2025-05-11,Credit Card,200000
APT00412,CUST00412,PGW017,Creambath,2024-08-03,E-Wallet,75000
APT00413,CUST00413,PGW007,Pedicure,2025-04-02,E-Wallet,70000
APT00414,CUST00414,PGW013,Pedicure,2024-10-30,E-Wallet,70000
APT00415,CUST00415,PGW014,Potong Rambut,2024-08-01,Cash,50000
APT00416,CUST00416,PGW025,Cuci Blow,2025-04-04,E-Wallet,40000
APT00417,CUST00417,PGW004,Smoothing,2024-12-06,E-Wallet,250000
APT00418,CUST00418,PGW016,Manicure,2025-04-12,Cash,60000
APT00419,CUST00419,PGW018,Facial,2024-11-13,Cash,100000
APT00420,CUST00420,PGW022,Eyelash Extension,2024-08-06,Cash,150000
APT00421,CUST00421,PGW011,Hair Coloring,2024-10-20,Cash,200000
APT00422,CUST00422,PGW010,Smoothing,2025-01-04,Cash,250000
APT00423,CUST00423,PGW002,Creambath,2025-04-19,Debit,75000
APT00424,CUST00424,PGW028,Manicure,2025-02-03,Credit Card,60000
APT00425,CUST00425,PGW004,Hair Coloring,2024-08-13,Cash,200000
APT00426,CUST00426,PGW002,Smoothing,2024-11-17,E-Wallet,250000
APT00427,CUST00427,PGW023,Facial,2024-12-21,Debit,100000
APT00428,CUST00428,PGW010,Manicure,2024-12-04,Cash,60000
APT00429,CUST00429,PGW004,Eyelash Extension,2025-01-30,Cash,150000
APT00430,CUST00430,PGW018,Cuci Blow,2024-06-19,Cash,40000
APT00431,CUST00431,PGW012,Potong Rambut,2024-12-05,Cash,50000
APT00432,CUST00432,PGW004,Hair Coloring,2024-08-09,E-Wallet,200000
APT00433,CUST00433,PGW001,Hair Spa,2025-01-22,Credit Card,120000
APT00434,CUST00434,PGW030,Pedicure,2024-09-16,Debit,70000
APT00435,CUST00435,PGW024,Creambath,2024-08-23,Credit Card,75000
APT00436,CUST00436,PGW030,Manicure,2024-10-11,E-Wallet,60000
APT00437,CUST00437,PGW020,Hair Spa,2025-03-30,Credit Card,120000
APT00438,CUST00438,PGW017,Eyelash Extension,2024-11-17,Cash,150000
APT00439,CUST00439,PGW015,Manicure,2024-12-23,Credit Card,60000
APT00440,CUST00440,PGW027,Potong Rambut,2025-03-05,Credit Card,50000
APT00441,CUST00441,PGW030,Eyelash Extension,2024-10-01,Credit Card,150000
APT00442,CUST00442,PGW006,Hair Coloring,2025-03-25,E-Wallet,200000
APT00443,CUST00443,PGW022,Potong Rambut,2025-04-21,E-Wallet,50000
APT00444,CUST00444,PGW030,Potong Rambut,2025-04-12,Cash,50000
APT00445,CUST00445,PGW018,Hair Coloring,2024-09-14,Cash,200000
APT00446,CUST00446,PGW017,Facial,2025-02-19,Cash,100000
APT00447,CUST00447,PGW018,Eyelash Extension,2025-03-31,Debit,150000
APT00448,CUST00448,PGW022,Potong Rambut,2024-07-20,Credit Card,50000
APT00449,CUST00449,PGW019,Potong Rambut,2024-09-25,E-Wallet,50000
APT00450,CUST00450,PGW025,Manicure,2025-03-16,Cash,60000
APT00451,CUST00451,PGW016,Pedicure,2024-11-24,Cash,70000
APT00452,CUST00452,PGW017,Potong Rambut,2025-05-06,Cash,50000
APT00453,CUST00453,PGW028,Smoothing,2024-10-13,Credit Card,250000
APT00454,CUST00454,PGW024,Pedicure,2025-04-30,Debit,70000
APT00455,CUST00455,PGW025,Potong Rambut,2025-03-10,Cash,50000
APT00456,CUST00456,PGW017,Hair Spa,2024-07-07,Debit,120000
APT00457,CUST00457,PGW029,Creambath,2024-09-22,E-Wallet,75000
APT00458,CUST00458,PGW002,Creambath,2024-12-23,Credit Card,75000
APT00459,CUST00459,PGW020,Pedicure,2024-08-28,Cash,70000
APT00460,CUST00460,PGW017,Creambath,2025-04-28,Credit Card,75000
APT00461,CUST00461,PGW022,Pedicure,2024-10-29,Cash,70000
APT00462,CUST00462,PGW018,Eyelash Extension,2025-02-05,Credit Card,150000
APT00463,CUST00463,PGW020,Manicure,2025-05-07,Credit Card,60000
APT00464,CUST00464,PGW027,Smoothing,2025-05-30,Debit,250000
APT00465,CUST00465,PGW030,Creambath,2024-12-21,Credit Card,75000
APT00466,CUST00466,PGW010,Pedicure,2024-10-28,Debit,70000
APT00467,CUST00467,PGW019,Creambath,2025-05-20,Cash,75000
APT00468,CUST00468,PGW028,Hair Spa,2024-09-27,Credit Card,120000
APT00469,CUST00469,PGW001,Manicure,2025-01-13,Cash,60000
APT00470,CUST00470,PGW016,Cuci Blow,2025-04-09,Credit Card,40000
APT00471,CUST00471,PGW005,Manicure,2024-07-23,Debit,60000
APT00472,CUST00472,PGW010,Cuci Blow,2025-01-03,E-Wallet,40000
APT00473,CUST00473,PGW021,Hair Coloring,2024-08-22,Cash,200000
APT00474,CUST00474,PGW005,Cuci Blow,2025-03-11,Debit,40000
APT00475,CUST00475,PGW024,Eyelash Extension,2024-07-18,Debit,150000
APT00476,CUST00476,PGW017,Cuci Blow,2024-11-02,E-Wallet,40000
APT00477,CUST00477,PGW029,Pedicure,2025-03-27,Cash,70000
APT00478,CUST00478,PGW010,Creambath,2024-07-19,Credit Card,75000
APT00479,CUST00479,PGW006,Facial,2025-05-21,Cash,100000
APT00480,CUST00480,PGW008,Pedicure,2025-02-16,Cash,70000
APT00481,CUST00481,PGW023,Pedicure,2024-06-16,Debit,70000
APT00482,CUST00482,PGW004,Facial,2025-04-25,E-Wallet,100000
APT00483,CUST00483,PGW006,Smoothing,2025-01-02,Credit Card,250000
APT00484,CUST00484,PGW008,Eyelash Extension,2024-09-20,Debit,150000
APT00485,CUST00485,PGW009,Pedicure,2024-11-08,E-Wallet,70000
APT00486,CUST00486,PGW003,Hair Spa,2024-12-05,Credit Card,120000
APT00487,CUST00487,PGW009,Potong Rambut,2024-09-15,Credit Card,50000
APT00488,CUST00488,PGW016,Facial,2024-09-13,Debit,100000
APT00489,CUST00489,PGW018,Cuci Blow,2025-02-07,Debit,40000
APT00490,CUST00490,PGW003,Pedicure,2024-07-20,E-Wallet,70000
APT00491,CUST00491,PGW026,Manicure,2024-09-07,Credit Card,60000
APT00492,CUST00492,PGW026,Pedicure,2024-08-08,Credit Card,70000
APT00493,CUST00493,PGW017,Eyelash Extension,2024-06-13,Credit Card,150000
APT00494,CUST00494,PGW010,Pedicure,2024-11-09,E-Wallet,70000
APT00495,CUST00495,PGW024,Pedicure,2024-09-06,Credit Card,70000
APT00496,CUST00496,PGW022,Hair Coloring,2025-01-20,Credit Card,200000
APT00497,CUST00497,PGW030,Cuci Blow,2025-01-09,Cash,40000
APT00498,CUST00498,PGW006,Smoothing,2025-03-11,Cash,250000
APT00499,CUST00499,PGW021,Facial,2024-09-10,Cash,100000
APT00500,CUST00500,PGW018,Cuci Blow,2025-04-13,E-Wallet,40000
APT00501,CUST00501,PGW006,Eyelash Extension,2024-09-08,Credit Card,150000
APT00502,CUST00502,PGW007,Facial,2024-07-13,Debit,100000
APT00503,CUST00503,PGW010,Hair Coloring,2025-05-26,E-Wallet,200000
APT00504,CUST00504,PGW004,Facial,2025-05-08,Cash,100000
APT00505,CUST00505,PGW014,Potong Rambut,2024-07-01,Debit,50000
APT00506,CUST00506,PGW009,Eyelash Extension,2025-04-02,Debit,150000
APT00507,CUST00507,PGW029,Creambath,2025-05-13,Debit,75000
APT00508,CUST00508,PGW026,Cuci Blow,2025-05-08,Debit,40000
APT00509,CUST00509,PGW013,Creambath,2024-11-04,Credit Card,75000
APT00510,CUST00510,PGW030,Hair Coloring,2024-08-29,Credit Card,200000
APT00511,CUST00511,PGW018,Cuci Blow,2025-05-08,Cash,40000
APT00512,CUST00512,PGW007,Facial,2024-09-17,Debit,100000
APT00513,CUST00513,PGW007,Cuci Blow,2025-02-08,Debit,40000
APT00514,CUST00514,PGW023,Cuci Blow,2024-10-23,Debit,40000
APT00515,CUST00515,PGW018,Eyelash Extension,2025-02-20,Credit Card,150000
APT00516,CUST00516,PGW007,Hair Coloring,2025-04-18,Cash,200000
APT00517,CUST00517,PGW012,Facial,2024-06-05,E-Wallet,100000
APT00518,CUST00518,PGW015,Creambath,2024-06-16,Debit,75000
APT00519,CUST00519,PGW028,Potong Rambut,2024-10-12,Cash,50000
APT00520,CUST00520,PGW007,Cuci Blow,2024-08-10,Credit Card,40000
APT00521,CUST00521,PGW028,Smoothing,2025-04-28,E-Wallet,250000
APT00522,CUST00522,PGW026,Pedicure,2025-05-29,Debit,70000
APT00523,CUST00523,PGW002,Facial,2025-01-02,Credit Card,100000
APT00524,CUST00524,PGW019,Hair Coloring,2025-04-13,Debit,200000
APT00525,CUST00525,PGW024,Eyelash Extension,2024-12-25,Debit,150000
APT00526,CUST00526,PGW003,Hair Spa,2025-02-07,E-Wallet,120000
APT00527,CUST00527,PGW008,Facial,2024-08-12,E-Wallet,100000
APT00528,CUST00528,PGW008,Eyelash Extension,2024-09-30,E-Wallet,150000
APT00529,CUST00529,PGW025,Cuci Blow,2024-10-31,Credit Card,40000
APT00530,CUST00530,PGW002,Potong Rambut,2025-04-04,Debit,50000
APT00531,CUST00531,PGW015,Manicure,2025-04-07,Debit,60000
APT00532,CUST00532,PGW026,Potong Rambut,2025-04-27,Credit Card,50000
APT00533,CUST00533,PGW026,Hair Coloring,2024-08-19,Debit,200000
APT00534,CUST00534,PGW010,Hair Spa,2025-05-26,E-Wallet,120000
APT00535,CUST00535,PGW012,Facial,2025-01-21,Cash,100000
APT00536,CUST00536,PGW022,Facial,2024-12-11,Cash,100000
APT00537,CUST00537,PGW022,Potong Rambut,2024-08-08,Debit,50000
APT00538,CUST00538,PGW015,Eyelash Extension,2024-08-13,Credit Card,150000
APT00539,CUST00539,PGW004,Pedicure,2025-03-27,E-Wallet,70000
APT00540,CUST00540,PGW029,Pedicure,2024-08-16,Credit Card,70000
APT00541,CUST00541,PGW004,Creambath,2024-06-25,Cash,75000
APT00542,CUST00542,PGW003,Manicure,2025-05-07,Cash,60000
APT00543,CUST00543,PGW023,Hair Coloring,2024-09-28,E-Wallet,200000
APT00544,CUST00544,PGW025,Cuci Blow,2025-05-02,E-Wallet,40000
APT00545,CUST00545,PGW014,Hair Spa,2025-01-02,E-Wallet,120000
APT00546,CUST00546,PGW009,Manicure,2024-06-18,E-Wallet,60000
APT00547,CUST00547,PGW024,Eyelash Extension,2024-10-22,E-Wallet,150000
APT00548,CUST00548,PGW027,Potong Rambut,2025-05-07,Credit Card,50000
APT00549,CUST00549,PGW012,Pedicure,2024-07-27,Credit Card,70000
APT00550,CUST00550,PGW010,Manicure,2024-11-10,E-Wallet,60000
APT00551,CUST00551,PGW004,Potong Rambut,2025-04-07,Cash,50000
APT00552,CUST00552,PGW004,Facial,2024-10-05,E-Wallet,100000
APT00553,CUST00553,PGW001,Creambath,2025-04-10,E-Wallet,75000
APT00554,CUST00554,PGW025,Hair Spa,2025-04-29,Debit,120000
APT00555,CUST00555,PGW007,Manicure,2025-02-09,Debit,60000
APT00556,CUST00556,PGW008,Creambath,2024-08-22,Debit,75000
APT00557,CUST00557,PGW024,Cuci Blow,2025-04-08,Cash,40000
APT00558,CUST00558,PGW008,Cuci Blow,2024-10-23,Cash,40000
APT00559,CUST00559,PGW001,Eyelash Extension,2024-10-16,Credit Card,150000
APT00560,CUST00560,PGW026,Cuci Blow,2025-03-31,Credit Card,40000
APT00561,CUST00561,PGW017,Hair Coloring,2024-06-16,Cash,200000
APT00562,CUST00562,PGW013,Eyelash Extension,2025-05-01,Credit Card,150000
APT00563,CUST00563,PGW008,Smoothing,2024-11-23,E-Wallet,250000
APT00564,CUST00564,PGW029,Pedicure,2025-04-25,Debit,70000
APT00565,CUST00565,PGW007,Cuci Blow,2025-04-19,Cash,40000
APT00566,CUST00566,PGW016,Facial,2024-06-04,Cash,100000
APT00567,CUST00567,PGW016,Pedicure,2024-09-25,Debit,70000
APT00568,CUST00568,PGW007,Smoothing,2025-04-13,E-Wallet,250000
APT00569,CUST00569,PGW017,Eyelash Extension,2025-01-06,Debit,150000
APT00570,CUST00570,PGW017,Pedicure,2025-03-20,E-Wallet,70000
APT00571,CUST00571,PGW015,Manicure,2025-01-17,Cash,60000
APT00572,CUST00572,PGW028,Facial,2024-10-19,Debit,100000
APT00573,CUST00573,PGW018,Potong Rambut,2025-03-29,E-Wallet,50000
APT00574,CUST00574,PGW029,Facial,2024-06-29,E-Wallet,100000
APT00575,CUST00575,PGW012,Pedicure,2025-05-01,Cash,70000
APT00576,CUST00576,PGW008,Facial,2024-08-07,Debit,100000
APT00577,CUST00577,PGW021,Creambath,2025-05-07,Cash,75000
APT00578,CUST00578,PGW013,Cuci Blow,2024-05-31,E-Wallet,40000
APT00579,CUST00579,PGW018,Manicure,2024-10-26,Credit Card,60000
APT00580,CUST00580,PGW007,Pedicure,2024-10-10,Cash,70000
APT00581,CUST00581,PGW030,Facial,2024-12-29,E-Wallet,100000
APT00582,CUST00582,PGW025,Smoothing,2024-09-12,Debit,250000
APT00583,CUST00583,PGW024,Manicure,2024-11-02,Debit,60000
APT00584,CUST00584,PGW011,Hair Coloring,2025-03-21,Debit,200000
APT00585,CUST00585,PGW029,Smoothing,2025-05-09,E-Wallet,250000
APT00586,CUST00586,PGW010,Pedicure,2025-04-12,E-Wallet,70000
APT00587,CUST00587,PGW002,Hair Coloring,2025-02-22,Cash,200000
APT00588,CUST00588,PGW028,Cuci Blow,2024-11-07,E-Wallet,40000
APT00589,CUST00589,PGW002,Creambath,2024-07-20,Cash,75000
APT00590,CUST00590,PGW012,Creambath,2024-09-08,Cash,75000
APT00591,CUST00591,PGW005,Hair Coloring,2025-05-02,E-Wallet,200000
APT00592,CUST00592,PGW025,Manicure,2024-10-03,Debit,60000
APT00593,CUST00593,PGW016,Hair Spa,2024-11-16,Cash,120000
APT00594,CUST00594,PGW018,Manicure,2024-12-09,Cash,60000
APT00595,CUST00595,PGW028,Eyelash Extension,2024-10-20,Credit Card,150000
APT00596,CUST00596,PGW018,Smoothing,2025-01-06,Debit,250000
APT00597,CUST00597,PGW010,Hair Spa,2024-11-02,E-Wallet,120000
APT00598,CUST00598,PGW001,Smoothing,2024-12-20,Debit,250000
APT00599,CUST00599,PGW030,Creambath,2025-01-15,E-Wallet,75000
APT00600,CUST00600,PGW020,Eyelash Extension,2024-06-04,Debit,150000
APT00601,CUST00601,PGW010,Manicure,2024-06-27,Debit,60000
APT00602,CUST00602,PGW007,Cuci Blow,2025-03-11,Credit Card,40000
APT00603,CUST00603,PGW023,Hair Coloring,2025-05-09,Debit,200000
APT00604,CUST00604,PGW011,Pedicure,2024-11-25,Debit,70000
APT00605,CUST00605,PGW027,Eyelash Extension,2024-08-10,Credit Card,150000
APT00606,CUST00606,PGW016,Eyelash Extension,2024-07-28,E-Wallet,150000
APT00607,CUST00607,PGW004,Smoothing,2024-08-29,Credit Card,250000
APT00608,CUST00608,PGW002,Facial,2025-02-28,Cash,100000
APT00609,CUST00609,PGW008,Creambath,2024-07-12,Debit,75000
APT00610,CUST00610,PGW026,Pedicure,2024-11-06,Cash,70000
APT00611,CUST00611,PGW011,Hair Coloring,2025-01-27,Cash,200000
APT00612,CUST00612,PGW003,Cuci Blow,2024-10-08,Cash,40000
APT00613,CUST00613,PGW028,Manicure,2024-07-08,Cash,60000
APT00614,CUST00614,PGW017,Hair Spa,2025-02-04,Credit Card,120000
APT00615,CUST00615,PGW029,Smoothing,2024-07-09,E-Wallet,250000
APT00616,CUST00616,PGW002,Hair Spa,2025-03-14,E-Wallet,120000
APT00617,CUST00617,PGW023,Eyelash Extension,2025-03-10,Debit,150000
APT00618,CUST00618,PGW004,Pedicure,2024-10-30,Debit,70000
APT00619,CUST00619,PGW012,Creambath,2025-01-08,E-Wallet,75000
APT00620,CUST00620,PGW001,Smoothing,2025-02-28,E-Wallet,250000
APT00621,CUST00621,PGW002,Potong Rambut,2025-04-07,Cash,50000
APT00622,CUST00622,PGW001,Pedicure,2024-07-22,E-Wallet,70000
APT00623,CUST00623,PGW010,Cuci Blow,2024-10-28,Cash,40000
APT00624,CUST00624,PGW016,Potong Rambut,2025-02-11,Debit,50000
APT00625,CUST00625,PGW012,Smoothing,2024-12-09,E-Wallet,250000
APT00626,CUST00626,PGW005,Smoothing,2025-04-25,E-Wallet,250000
APT00627,CUST00627,PGW015,Pedicure,2025-05-14,E-Wallet,70000
APT00628,CUST00628,PGW026,Hair Coloring,2024-10-06,Debit,200000
APT00629,CUST00629,PGW030,Hair Spa,2025-05-24,Debit,120000
APT00630,CUST00630,PGW023,Facial,2025-04-10,Cash,100000
APT00631,CUST00631,PGW008,Smoothing,2025-04-04,E-Wallet,250000
APT00632,CUST00632,PGW024,Pedicure,2024-10-14,Debit,70000
APT00633,CUST00633,PGW003,Pedicure,2024-09-06,Cash,70000
APT00634,CUST00634,PGW014,Hair Coloring,2025-04-06,Debit,200000
APT00635,CUST00635,PGW005,Potong Rambut,2024-09-06,Debit,50000
APT00636,CUST00636,PGW022,Hair Spa,2024-08-23,Debit,120000
APT00637,CUST00637,PGW001,Hair Spa,2025-01-02,E-Wallet,120000
APT00638,CUST00638,PGW004,Smoothing,2024-10-21,Cash,250000
APT00639,CUST00639,PGW014,Smoothing,2024-10-02,Cash,250000
APT00640,CUST00640,PGW029,Manicure,2024-06-21,Cash,60000
APT00641,CUST00641,PGW019,Creambath,2025-02-13,Debit,75000
APT00642,CUST00642,PGW002,Potong Rambut,2025-02-05,E-Wallet,50000
APT00643,CUST00643,PGW011,Manicure,2025-02-01,E-Wallet,60000
APT00644,CUST00644,PGW014,Cuci Blow,2024-07-03,Cash,40000
APT00645,CUST00645,PGW019,Pedicure,2025-05-27,Debit,70000
APT00646,CUST00646,PGW025,Potong Rambut,2024-06-10,Credit Card,50000
APT00647,CUST00647,PGW023,Hair Spa,2024-10-14,Credit Card,120000
APT00648,CUST00648,PGW004,Creambath,2024-08-14,Credit Card,75000
APT00649,CUST00649,PGW025,Smoothing,2024-09-16,Debit,250000
APT00650,CUST00650,PGW001,Potong Rambut,2025-05-29,E-Wallet,50000
APT00651,CUST00651,PGW024,Facial,2025-02-25,Cash,100000
APT00652,CUST00652,PGW030,Cuci Blow,2024-10-17,E-Wallet,40000
APT00653,CUST00653,PGW030,Manicure,2024-10-11,E-Wallet,60000
APT00654,CUST00654,PGW025,Potong Rambut,2024-10-02,Debit,50000
APT00655,CUST00655,PGW030,Cuci Blow,2024-08-20,Credit Card,40000
APT00656,CUST00656,PGW019,Eyelash Extension,2024-06-23,E-Wallet,150000
APT00657,CUST00657,PGW029,Hair Spa,2024-10-14,Cash,120000
APT00658,CUST00658,PGW021,Cuci Blow,2024-08-11,E-Wallet,40000
APT00659,CUST00659,PGW022,Potong Rambut,2025-05-21,Cash,50000
APT00660,CUST00660,PGW024,Hair Spa,2024-07-31,Debit,120000
APT00661,CUST00661,PGW004,Hair Coloring,2025-03-16,Credit Card,200000
APT00662,CUST00662,PGW021,Creambath,2025-01-28,Credit Card,75000
APT00663,CUST00663,PGW024,Hair Coloring,2025-02-05,E-Wallet,200000
APT00664,CUST00664,PGW019,Manicure,2024-12-22,Cash,60000
APT00665,CUST00665,PGW019,Pedicure,2025-01-18,Cash,70000
APT00666,CUST00666,PGW019,Cuci Blow,2024-07-13,Credit Card,40000
APT00667,CUST00667,PGW002,Smoothing,2025-04-10,Debit,250000
APT00668,CUST00668,PGW015,Eyelash Extension,2025-01-13,Credit Card,150000
APT00669,CUST00669,PGW030,Cuci Blow,2025-03-27,Debit,40000
APT00670,CUST00670,PGW024,Smoothing,2025-04-12,Debit,250000
APT00671,CUST00671,PGW028,Facial,2024-07-06,E-Wallet,100000
APT00672,CUST00672,PGW026,Manicure,2024-10-08,Credit Card,60000
APT00673,CUST00673,PGW025,Manicure,2024-12-06,Credit Card,60000
APT00674,CUST00674,PGW002,Cuci Blow,2025-05-27,Credit Card,40000
APT00675,CUST00675,PGW012,Hair Spa,2025-04-12,Credit Card,120000
APT00676,CUST00676,PGW022,Cuci Blow,2024-07-28,E-Wallet,40000
APT00677,CUST00677,PGW015,Cuci Blow,2024-06-01,Credit Card,40000
APT00678,CUST00678,PGW030,Smoothing,2024-10-22,Credit Card,250000
APT00679,CUST00679,PGW005,Cuci Blow,2024-12-01,E-Wallet,40000
APT00680,CUST00680,PGW002,Hair Coloring,2024-09-03,Cash,200000
APT00681,CUST00681,PGW002,Smoothing,2024-09-16,Cash,250000
APT00682,CUST00682,PGW030,Manicure,2025-03-05,Credit Card,60000
APT00683,CUST00683,PGW024,Smoothing,2024-09-22,E-Wallet,250000
APT00684,CUST00684,PGW012,Hair Spa,2024-08-26,E-Wallet,120000
APT00685,CUST00685,PGW010,Potong Rambut,2025-03-16,Credit Card,50000
APT00686,CUST00686,PGW012,Smoothing,2024-08-13,E-Wallet,250000
APT00687,CUST00687,PGW026,Hair Spa,2025-02-20,Credit Card,120000
APT00688,CUST00688,PGW027,Facial,2025-03-20,Debit,100000
APT00689,CUST00689,PGW002,Potong Rambut,2024-12-16,E-Wallet,50000
APT00690,CUST00690,PGW025,Hair Spa,2025-02-22,Debit,120000
APT00691,CUST00691,PGW008,Potong Rambut,2025-05-10,Credit Card,50000
APT00692,CUST00692,PGW026,Smoothing,2025-04-26,Cash,250000
APT00693,CUST00693,PGW029,Potong Rambut,2024-11-18,Credit Card,50000
APT00694,CUST00694,PGW021,Facial,2024-07-21,Debit,100000
APT00695,CUST00695,PGW011,Potong Rambut,2025-03-05,Cash,50000
APT00696,CUST00696,PGW010,Hair Spa,2025-03-15,Debit,120000
APT00697,CUST00697,PGW030,Creambath,2024-12-08,Debit,75000
APT00698,CUST00698,PGW029,Potong Rambut,2024-09-14,Debit,50000
APT00699,CUST00699,PGW017,Potong Rambut,2024-06-19,Debit,50000
APT00700,CUST00700,PGW010,Smoothing,2024-12-09,Credit Card,250000
APT00701,CUST00701,PGW020,Eyelash Extension,2024-12-30,Debit,150000
APT00702,CUST00702,PGW021,Pedicure,2025-01-27,Debit,70000
APT00703,CUST00703,PGW007,Hair Coloring,2024-11-29,Cash,200000
APT00704,CUST00704,PGW010,Cuci Blow,2024-06-14,Debit,40000
APT00705,CUST00705,PGW021,Creambath,2025-04-26,Debit,75000
APT00706,CUST00706,PGW016,Creambath,2024-10-26,Credit Card,75000
APT00707,CUST00707,PGW013,Smoothing,2025-03-27,Cash,250000
APT00708,CUST00708,PGW003,Eyelash Extension,2025-01-19,Cash,150000
APT00709,CUST00709,PGW028,Eyelash Extension,2025-05-23,Debit,150000
APT00710,CUST00710,PGW006,Potong Rambut,2024-09-28,E-Wallet,50000
APT00711,CUST00711,PGW023,Potong Rambut,2025-01-19,Credit Card,50000
APT00712,CUST00712,PGW013,Eyelash Extension,2024-12-16,Credit Card,150000
APT00713,CUST00713,PGW001,Smoothing,2025-05-03,E-Wallet,250000
APT00714,CUST00714,PGW014,Pedicure,2024-12-15,Debit,70000
APT00715,CUST00715,PGW006,Cuci Blow,2025-03-11,Credit Card,40000
APT00716,CUST00716,PGW023,Eyelash Extension,2025-01-30,E-Wallet,150000
APT00717,CUST00717,PGW019,Facial,2024-07-22,Cash,100000
APT00718,CUST00718,PGW016,Potong Rambut,2024-11-15,Cash,50000
APT00719,CUST00719,PGW006,Hair Spa,2024-10-09,E-Wallet,120000
APT00720,CUST00720,PGW005,Facial,2024-09-20,Cash,100000
APT00721,CUST00721,PGW023,Hair Coloring,2024-07-01,E-Wallet,200000
APT00722,CUST00722,PGW020,Potong Rambut,2025-02-20,E-Wallet,50000
APT00723,CUST00723,PGW012,Pedicure,2025-05-05,Debit,70000
